,Player,Pos_x,Age_x,Tm_x,G_x,MP_x,FG%_x,Dist.,%_of FGA_2P,%_of FGA_0-3,%_of FGA_3-10,%_of FGA_10-16,%_of FGA_16-3P,%_of FGA_3P,FG%_2P,FG%_0-3,FG%_3-10,FG%_10-16,FG%_16-3P,FG%_3P,%_Ast’d_2P,%_Ast’d_3P,%FGA_Dunks,#_Dunks,%3PA_Corner,3P%_Corner,Heaves_Att.,#_Heaves,Rk,Pos_y,Age_y,Tm_y,G_y,GS,MP_y,FG,FGA,FG%_y,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,0-3_attempts,3-10_attempts,10-16_attempts,16-3P_attempts,midrange_attempts,corner_3_attempts,0-3_made,3-10_made,10-16_made,16-3P_made,midrange_made,corner_3_made,EFG%_3P,PPS_0-3,PPS_3-10,PPS_10-16,PPS_16-3P,PPS_midrange,PPS_3P
397,Elfrid Payton,PG,26,NYK,63,1484,0.432,8.4,0.842,0.368,0.339,0.093,0.042,0.158,0.46,0.576,0.393,0.293,0.346,0.286,0.27,0.964,0.014,7,0.398,0.308,0,0,398,PG,26,NYK,63,63,1484,269,622,0.432,28,98,0.286,241,524,0.46,0.455,73,107,0.682,64,152,216,203,47,9,103,116,639,228.896,210.858,57.846,26.124000000000000,83.97,39.004000000000000,131.84409600000000,82.86719400000000,16.948878000000000,9.038904,25.987782000000000,12.013232000000000,0.42900000000000000,1.152,0.786,0.586,0.692,0.6189777777777780,0.8580000000000000
405,Aleksej Pokusevski,PF,19,OKC,45,1090,0.341,17.5,0.493,0.137,0.147,0.12,0.088,0.507,0.403,0.554,0.333,0.408,0.278,0.28,0.432,0.914,0.032,11,0.193,0.325,1,0,406,PF,19,OKC,45,28,1090,139,408,0.341,58,207,0.28,81,201,0.403,0.412,31,42,0.738,30,182,212,97,20,42,99,58,367,55.896,59.976,48.96,35.904000000000000,84.864,39.951,30.966384,19.972008000000000,19.97568,9.981312000000000,29.956992,12.984075,0.42000000000000000,1.108,0.666,0.816,0.556,0.706,0.8400000000000000
406,Jordan Poole,SG,21,GSW,51,988,0.432,18.6,0.418,0.148,0.133,0.082,0.055,0.582,0.545,0.743,0.46,0.436,0.385,0.351,0.611,0.897,0.023,11,0.109,0.6,1,1,407,SG,21,GSW,51,7,988,205,474,0.432,97,276,0.351,108,198,0.545,0.535,105,119,0.882,15,77,92,99,26,9,51,86,612,70.152,63.042,38.868,26.07,64.938,30.084,52.122936,28.99932,16.946448,10.036950000000000,26.983398,18.0504,0.5265,1.486,0.92,0.872,0.77,0.831051094890511,1.053
408,Kevin Porter Jr.,SG,20,HOU,26,835,0.425,15.3,0.561,0.21,0.18,0.095,0.076,0.439,0.515,0.74,0.364,0.4,0.393,0.311,0.179,0.4,0.052,18,0.137,0.318,0,0,409,SG,20,HOU,26,23,835,156,367,0.425,50,161,0.311,106,206,0.515,0.493,69,94,0.734,20,79,99,164,19,8,91,61,431,77.07,66.06,34.865,27.892,62.757000000000000,22.057000000000000,57.0318,24.045840000000000,13.946000000000000,10.961556,24.907556,7.014126000000000,0.4665,1.48,0.728,0.8,0.786,0.7937777777777780,0.933
409,Michael Porter Jr.,SF,22,DEN,61,1912,0.542,15.9,0.532,0.226,0.131,0.073,0.102,0.468,0.628,0.838,0.486,0.417,0.494,0.445,0.714,0.918,0.095,75,0.23,0.489,2,0,410,SF,22,DEN,61,54,1912,443,817,0.542,170,382,0.445,273,435,0.628,0.646,106,134,0.791,91,354,445,70,40,54,77,126,1162,184.642,107.027,59.641,83.33400000000000,142.975,87.86,154.729996,52.015122,24.870297000000000,41.166996,66.03729300000000,42.96354,0.6675,1.676,0.972,0.834,0.988,0.9237600000000000,1.335
410,Otto Porter,SF-PF,27,TOT,28,606,0.432,16.9,0.542,0.137,0.154,0.11,0.141,0.458,0.48,0.774,0.314,0.48,0.375,0.375,0.61,0.974,0.004,1,0.288,0.467,1,0,411,SF-PF,27,TOT,28,6,606,98,227,0.432,39,104,0.375,59,123,0.48,0.518,36,42,0.857,28,124,152,55,16,4,25,41,271,31.099000000000000,34.958,24.97,32.007,56.977,29.952000000000000,24.070626000000000,10.976812000000000,11.9856,12.002625000000000,23.988225,13.987584,0.5625,1.548,0.628,0.96,0.75,0.8420318725099600,1.125
411,Bobby Portis,C,25,MIL,66,1372,0.523,12.4,0.737,0.264,0.194,0.162,0.117,0.263,0.542,0.671,0.457,0.495,0.457,0.471,0.536,1.0,0.062,27,0.382,0.467,0,0,412,C,25,MIL,66,7,1372,313,598,0.523,74,157,0.471,239,441,0.542,0.585,54,73,0.74,124,342,466,71,52,26,56,115,754,157.872,116.012,96.876,69.96600000000000,166.842,59.974000000000000,105.93211200000000,53.017484,47.95362,31.974462000000000,79.928082,28.007858000000000,0.7065000000000000,1.342,0.914,0.99,0.914,0.9581290322580650,1.4130000000000000
412,Kristaps Porzi,C,25,DAL,43,1327,0.476,15.1,0.622,0.223,0.154,0.157,0.089,0.378,0.536,0.75,0.457,0.402,0.377,0.376,0.711,0.969,0.101,59,0.062,0.625,3,0,413,C,25,DAL,43,43,1327,325,683,0.476,97,258,0.376,228,425,0.536,0.547,118,138,0.855,82,299,381,68,20,58,51,115,865,152.309,105.182,107.231,60.787,168.018,15.996,114.23175,48.068174000000000,43.106862,22.916699,66.023561,9.9975,0.5640000000000000,1.5,0.914,0.804,0.754,0.785910569105691,1.1280000000000000
414,Norman Powell,SG-SF,27,TOT,69,2205,0.477,14.3,0.547,0.275,0.181,0.053,0.038,0.453,0.532,0.647,0.416,0.367,0.486,0.411,0.547,0.836,0.044,32,0.317,0.53,2,0,415,SG-SF,27,TOT,69,58,2205,438,918,0.477,171,416,0.411,267,502,0.532,0.57,236,271,0.871,42,173,215,129,82,18,119,160,1283,252.45000000000000,166.158,48.654000000000000,34.884,83.538,131.872,163.33515000000000,69.12172800000000,17.856018,16.953624,34.809642,69.89216,0.6165000000000000,1.294,0.832,0.734,0.972,0.8333846153846150,1.2330000000000000
415,Taurean Prince,PF,26,TOT,41,905,0.401,15.9,0.526,0.183,0.18,0.104,0.058,0.474,0.401,0.55,0.271,0.382,0.368,0.4,0.536,0.855,0.024,7,0.284,0.523,2,0,416,PF,26,TOT,41,10,905,131,327,0.401,62,155,0.4,69,172,0.401,0.495,65,76,0.855,19,123,142,76,28,23,47,75,389,59.841,58.86,34.008000000000000,18.966,52.974,44.020000000000000,32.91255,15.951060000000000,12.991056000000000,6.979488,19.970544000000000,23.02246,0.6000000000000000,1.1,0.542,0.764,0.736,0.7539753086419750,1.2000000000000000
416,Payton Pritchard,SG,23,BOS,66,1268,0.44,18.7,0.407,0.146,0.139,0.065,0.057,0.593,0.482,0.639,0.379,0.37,0.458,0.411,0.378,0.843,0.0,0,0.153,0.447,1,0,417,SG,23,BOS,66,4,1268,184,418,0.44,102,248,0.411,82,170,0.482,0.562,40,45,0.889,33,125,158,120,37,9,53,104,510,61.028,58.102000000000000,27.17,23.826,50.996,37.944,38.996892,22.020658,10.052900000000000,10.912308000000000,20.965208000000000,16.960968,0.6165000000000000,1.278,0.758,0.74,0.916,0.8222295081967220,1.2330000000000000
417,Immanuel Quickley,PG,21,NYK,64,1243,0.395,18.4,0.478,0.059,0.209,0.148,0.062,0.522,0.401,0.618,0.397,0.36,0.306,0.389,0.198,0.61,0.005,3,0.079,0.375,0,0,418,PG,21,NYK,64,3,1243,229,580,0.395,118,303,0.389,111,277,0.401,0.497,155,174,0.891,25,112,137,127,30,12,58,114,731,34.22,121.22,85.84000000000000,35.96,121.80000000000000,23.937,21.147960000000000,48.124340000000000,30.902400000000000,11.00376,41.90616,8.976375,0.5835,1.236,0.794,0.72,0.612,0.6881142857142860,1.167
419,Chasson Randle,PG,27,ORL,41,837,0.388,17.5,0.451,0.203,0.131,0.051,0.068,0.549,0.449,0.708,0.258,0.167,0.25,0.338,0.271,0.682,0.0,0,0.138,0.278,2,0,420,PG,27,ORL,41,5,837,92,237,0.388,44,130,0.338,48,107,0.449,0.481,38,48,0.792,7,75,82,74,22,5,46,64,266,48.111000000000000,31.047,12.087,16.116,28.203,17.94,34.062588,8.010126,2.018529,4.029,6.047529,4.98732,0.507,1.416,0.516,0.334,0.5,0.4288571428571430,1.014
420,Julius Randle,PF,26,NYK,71,2667,0.456,14.5,0.706,0.162,0.176,0.201,0.167,0.294,0.474,0.659,0.408,0.434,0.414,0.411,0.342,0.794,0.022,25,0.219,0.412,1,0,421,PF,26,NYK,71,71,2667,602,1321,0.456,160,389,0.411,442,932,0.474,0.516,348,429,0.811,84,639,723,427,64,18,241,225,1712,214.002,232.49600000000000,265.521,220.607,486.12800000000000,85.191,141.027318,94.85836800000000,115.236114,91.33129800000000,206.567412,35.098692,0.6165000000000000,1.318,0.816,0.868,0.828,0.8498478260869560,1.2330000000000000
421,Cam Reddish,SF,21,ATL,26,750,0.365,15.1,0.521,0.243,0.16,0.068,0.049,0.479,0.46,0.656,0.262,0.278,0.385,0.262,0.603,0.939,0.053,11,0.27,0.324,2,0,422,SF,21,ATL,26,21,750,96,263,0.365,33,126,0.262,63,137,0.46,0.428,67,82,0.817,22,82,104,35,33,9,34,68,292,63.909,42.08,17.884,12.887,30.771,34.02,41.924304,11.02496,4.971752,4.961495,9.933247000000000,11.022480000000000,0.393,1.312,0.524,0.556,0.77,0.6456239316239320,0.786
422,J.J. Redick,SG,36,TOT,44,723,0.397,22.3,0.333,0.022,0.007,0.082,0.221,0.667,0.449,0.667,0.5,0.409,0.441,0.371,0.775,0.939,0.0,0,0.18,0.375,0,0,423,SG,36,TOT,44,0,723,106,267,0.397,66,178,0.371,40,89,0.449,0.521,49,52,0.942,4,60,64,51,11,3,36,50,327,5.874,1.869,21.894000000000000,59.007,80.901,32.04,3.917958,0.9345,8.954646,26.022087,34.976733000000000,12.015,0.5565,1.334,1.0,0.818,0.882,0.8646798679867990,1.113
427,Josh Richardson,SG,27,DAL,59,1790,0.427,16.2,0.568,0.16,0.16,0.15,0.097,0.432,0.501,0.677,0.404,0.495,0.383,0.33,0.443,0.83,0.01,5,0.18,0.292,1,0,428,SG,27,DAL,59,56,1790,264,618,0.427,88,267,0.33,176,351,0.501,0.498,99,108,0.917,51,144,195,153,61,24,79,130,715,98.88,98.88,92.7,59.946000000000000,152.64600000000000,48.060000000000000,66.94176,39.94752,45.8865,22.959318000000000,68.84581800000000,14.033520000000000,0.495,1.354,0.808,0.99,0.766,0.9020323886639680,0.99
431,Duncan Robinson,SF,26,MIA,72,2262,0.439,22.8,0.145,0.079,0.029,0.022,0.014,0.855,0.625,0.825,0.429,0.438,0.2,0.408,0.892,0.972,0.006,4,0.186,0.368,0,0,432,SF,26,MIA,72,72,2262,315,717,0.439,250,613,0.408,65,104,0.625,0.614,62,75,0.827,7,243,250,127,43,20,81,181,942,56.643,20.793000000000000,15.774,10.038,25.812000000000000,114.018,46.730475,8.920197000000000,6.909012,2.0076,8.916612,41.958624,0.612,1.65,0.858,0.876,0.4,0.690888888888889,1.224
436,Isaiah Roby,PF,22,OKC,61,1425,0.483,9.5,0.746,0.424,0.254,0.051,0.016,0.254,0.547,0.643,0.422,0.409,0.429,0.294,0.554,0.906,0.114,44,0.174,0.474,2,0,437,PF,22,OKC,61,34,1425,207,429,0.483,32,109,0.294,175,320,0.547,0.52,87,117,0.744,89,252,341,107,52,37,113,162,533,181.896,108.96600000000000,21.879000000000000,6.864,28.743,18.966000000000000,116.95912800000000,45.983652,8.948511000000000,2.9446560000000000,11.893167000000000,8.989884000000000,0.44100000000000000,1.286,0.844,0.818,0.858,0.8275522388059700,0.8820000000000000
438,Derrick Rose,PG,32,TOT,50,1279,0.47,12.2,0.789,0.237,0.241,0.164,0.147,0.211,0.492,0.517,0.456,0.51,0.489,0.388,0.228,0.86,0.0,0,0.147,0.316,0,0,439,PG,32,TOT,50,3,1279,287,611,0.47,50,129,0.388,237,482,0.492,0.511,110,127,0.866,20,110,130,209,49,19,78,56,734,144.807,147.251,100.20400000000000,89.817,190.02100000000000,18.963000000000000,74.865219,67.146456,51.104040000000000,43.92051300000000,95.024553,5.9923080000000000,0.5820000000000000,1.034,0.912,1.02,0.978,1.0001479099678500,1.1640000000000000
439,Terrence Ross,SG,29,ORL,46,1347,0.412,18.3,0.571,0.063,0.12,0.172,0.216,0.429,0.469,0.744,0.365,0.538,0.391,0.337,0.485,0.775,0.023,11,0.106,0.286,1,0,440,SG,29,ORL,46,2,1347,254,616,0.412,89,264,0.337,165,352,0.469,0.485,120,138,0.87,15,143,158,108,47,21,74,88,717,38.808,73.92,105.952,133.056,239.008,27.984000000000000,28.873152,26.9808,57.002176000000000,52.024896000000000,109.027072,8.003424000000000,0.5055000000000000,1.488,0.73,1.076,0.782,0.9123298969072160,1.0110000000000000
440,Terry Rozier,SG,26,CHO,69,2383,0.45,16.6,0.496,0.183,0.15,0.097,0.066,0.504,0.512,0.615,0.418,0.564,0.36,0.389,0.403,0.829,0.011,12,0.243,0.453,2,0,441,SG,26,CHO,69,69,2383,510,1134,0.45,222,571,0.389,288,563,0.512,0.548,165,202,0.817,47,255,302,293,87,26,128,119,1407,207.522,170.1,109.998,74.84400000000000,184.842,138.753,127.62603000000000,71.1018,62.038872,26.94384,88.98271200000000,62.855109,0.5835,1.23,0.836,1.128,0.72,0.9627975460122700,1.167
441,Ricky Rubio,PG,30,MIN,68,1772,0.388,14.8,0.57,0.221,0.149,0.131,0.07,0.43,0.447,0.582,0.338,0.415,0.314,0.308,0.394,0.939,0.002,1,0.327,0.343,0,0,442,PG,30,MIN,68,51,1772,193,498,0.388,66,214,0.308,127,284,0.447,0.454,130,150,0.867,28,195,223,433,98,4,111,139,582,110.058,74.202,65.238,34.86000000000000,100.09800000000000,69.97800000000000,64.05375600000000,25.080276,27.07377,10.946040000000000,38.01981,24.002454000000000,0.46200000000000000,1.164,0.676,0.83,0.628,0.7596517412935320,0.9240000000000000
442,D'Angelo Russell,PG,24,MIN,42,1196,0.431,17.9,0.525,0.121,0.118,0.124,0.161,0.475,0.471,0.658,0.481,0.346,0.419,0.387,0.286,0.592,0.002,1,0.084,0.538,1,0,443,PG,24,MIN,42,26,1196,281,652,0.431,120,310,0.387,161,342,0.471,0.523,114,149,0.765,16,95,111,244,45,18,112,68,796,78.892,76.93600000000000,80.848,104.97200000000000,185.82,26.040000000000000,51.910936,37.006216000000000,27.973408,43.983268,71.956676,14.009520000000000,0.5805,1.316,0.962,0.692,0.838,0.7744771929824560,1.161
443,Domantas Sabonis,PF,24,IND,62,2231,0.535,8.8,0.821,0.431,0.259,0.076,0.054,0.179,0.582,0.746,0.427,0.362,0.327,0.321,0.606,0.962,0.046,39,0.049,0.625,0,0,444,PF,24,IND,62,62,2231,484,904,0.535,52,162,0.321,432,742,0.582,0.564,240,328,0.732,150,592,742,415,76,33,213,203,1260,389.62400000000000,234.136,68.704,48.816,117.52,7.938000000000000,290.65950400000000,99.976072,24.870848000000000,15.962832,40.833680000000000,4.961250000000000,0.48150000000000000,1.492,0.854,0.724,0.654,0.6949230769230770,0.9630000000000000
446,Dario ,C,26,PHO,50,871,0.447,13.5,0.605,0.269,0.228,0.073,0.035,0.395,0.512,0.674,0.359,0.52,0.25,0.348,0.736,1.0,0.0,0,0.119,0.563,0,0,447,C,26,PHO,50,4,871,153,342,0.447,47,135,0.348,106,207,0.512,0.516,84,99,0.848,46,144,190,65,30,4,57,95,437,91.998,77.976,24.966000000000000,11.97,36.936,16.065000000000000,62.00665200000000,27.993384,12.98232,2.9925,15.97482,9.044595000000000,0.522,1.348,0.718,1.04,0.5,0.865,1.044
447,Tom,SG,29,CHI,58,1307,0.514,13.3,0.641,0.261,0.213,0.116,0.052,0.359,0.602,0.779,0.457,0.395,0.765,0.356,0.425,1.0,0.036,11,0.305,0.444,2,0,448,SG,29,CHI,58,18,1307,169,329,0.514,42,118,0.356,127,211,0.602,0.578,67,79,0.848,30,112,142,271,40,14,96,89,447,85.869,70.077,38.164,17.108,55.272000000000000,35.99,66.891951,32.025189,15.07478,13.087620000000000,28.1624,15.979560000000000,0.534,1.558,0.914,0.79,1.53,1.019047619047620,1.068
448,Dennis Schr,SG,27,LAL,61,1956,0.437,12.7,0.721,0.25,0.216,0.17,0.086,0.279,0.476,0.6,0.366,0.457,0.431,0.335,0.318,0.887,0.005,1,0.142,0.167,3,0,449,SG,27,LAL,61,61,1956,332,760,0.437,71,212,0.335,261,548,0.476,0.484,206,243,0.848,30,181,211,351,70,13,163,159,941,190.0,164.16,129.20000000000000,65.36,194.56,30.104000000000000,114.0,60.08256,59.04440000000000,28.17016,87.21456,5.027368000000000,0.5025000000000000,1.2,0.732,0.914,0.862,0.89653125,1.0050000000000000
449,Mike Scott,PF,32,PHI,51,852,0.36,21.0,0.265,0.085,0.076,0.052,0.052,0.735,0.411,0.5,0.5,0.273,0.273,0.342,0.739,1.0,0.009,1,0.277,0.465,0,0,450,PF,32,PHI,51,12,852,76,211,0.36,53,155,0.342,23,56,0.411,0.486,8,12,0.667,11,109,120,40,24,14,19,72,213,17.935000000000000,16.036,10.972,10.972,21.944,42.935,8.967500000000000,8.018,2.995356,2.995356,5.990712,19.964775000000000,0.513,1.0,1.0,0.546,0.546,0.546,1.026
451,Collin Sexton,SG,22,CLE,60,2115,0.475,11.7,0.761,0.273,0.251,0.163,0.074,0.239,0.508,0.619,0.455,0.483,0.329,0.371,0.422,0.684,0.01,9,0.102,0.407,0,0,452,SG,22,CLE,60,60,2115,525,1105,0.475,98,264,0.371,427,841,0.508,0.519,312,383,0.815,58,129,187,262,62,10,167,157,1460,301.665,277.355,180.115,81.77,261.885,26.928000000000000,186.730635,126.19652500000000,86.995545,26.90233,113.897875,10.959696000000000,0.5565,1.238,0.91,0.966,0.658,0.869831223628692,1.113
452,Landry Shamet,SG,23,BRK,61,1403,0.408,20.4,0.27,0.116,0.053,0.061,0.039,0.73,0.463,0.585,0.375,0.357,0.389,0.387,0.649,0.984,0.02,8,0.282,0.457,1,0,453,SG,23,BRK,61,12,1403,186,456,0.408,129,333,0.387,57,123,0.463,0.549,66,78,0.846,11,101,112,99,31,10,48,93,567,52.896,24.168,27.816,17.784,45.600000000000000,93.90600000000000,30.94416,9.063000000000000,9.930312000000000,6.9179760000000000,16.848288000000000,42.915042,0.5805,1.17,0.75,0.714,0.778,0.73896,1.161
454,Pascal Siakam,PF,26,TOR,56,2006,0.455,11.6,0.744,0.241,0.324,0.091,0.088,0.256,0.509,0.69,0.424,0.425,0.412,0.297,0.341,0.836,0.041,36,0.215,0.283,1,0,455,PF,26,TOR,56,56,2006,437,961,0.455,73,246,0.297,364,715,0.509,0.493,249,301,0.827,95,310,405,250,64,37,130,174,1196,231.601,311.36400000000000,87.451,84.568,172.019,52.89,159.80469,132.018336,37.166675,34.842016000000000,72.008691,14.96787,0.4455,1.38,0.848,0.85,0.824,0.837217877094972,0.891
457,Anfernee Simons,SG,21,POR,64,1104,0.419,20.7,0.297,0.08,0.11,0.042,0.065,0.703,0.403,0.531,0.295,0.412,0.423,0.426,0.125,0.683,0.01,3,0.152,0.535,0,0,458,SG,21,POR,64,0,1104,168,401,0.419,120,282,0.426,48,119,0.403,0.569,46,57,0.807,14,126,140,89,18,8,43,96,502,32.08,44.11,16.842000000000000,26.065,42.907000000000000,42.864,17.03448,13.01245,6.938904000000000,11.025495,17.964399,22.93224,0.639,1.062,0.59,0.824,0.846,0.8373644859813080,1.278
460,Marcus Smart,PG,26,BOS,48,1581,0.398,17.9,0.447,0.129,0.178,0.084,0.055,0.553,0.482,0.515,0.495,0.419,0.464,0.33,0.291,0.871,0.006,1,0.131,0.486,3,0,461,PG,26,BOS,48,45,1581,203,510,0.398,93,282,0.33,110,228,0.482,0.489,128,162,0.79,36,131,167,273,72,23,96,126,627,65.79,90.78,42.84,28.05,70.89,36.942,33.88185000000000,44.9361,17.94996,13.0152,30.96516,17.953812,0.495,1.03,0.99,0.838,0.928,0.8736115107913670,0.99
461,Dennis Smith Jr.,PG,23,TOT,23,420,0.4,15.5,0.6,0.228,0.131,0.103,0.138,0.4,0.448,0.545,0.421,0.4,0.35,0.328,0.231,0.526,0.014,2,0.052,0.667,0,0,462,PG,23,TOT,23,9,420,58,145,0.4,19,58,0.328,39,87,0.448,0.466,19,26,0.731,12,43,55,77,23,14,26,37,154,33.06,18.995,14.935000000000000,20.01,34.945,3.016,18.0177,7.996895,5.974,7.0035,12.9775,2.011672,0.492,1.09,0.842,0.8,0.7,0.7427385892116180,0.984
462,Ish Smith,PG,32,WAS,44,924,0.434,13.0,0.835,0.189,0.202,0.215,0.229,0.165,0.448,0.554,0.45,0.391,0.412,0.367,0.261,0.944,0.003,1,0.388,0.421,1,0,463,PG,32,WAS,44,1,924,129,297,0.434,18,49,0.367,111,248,0.448,0.465,19,33,0.576,22,128,150,172,32,13,41,62,295,56.133,59.99400000000000,63.855,68.013,131.868,19.012,31.097682000000000,26.997300000000000,24.967305,28.021356,52.988661,8.004052,0.5505,1.108,0.9,0.782,0.824,0.8036621621621620,1.101
464,Tony Snell,SG,29,ATL,47,992,0.515,18.6,0.363,0.076,0.152,0.111,0.023,0.637,0.419,0.615,0.346,0.421,0.25,0.569,0.654,0.984,0.012,2,0.45,0.551,0,0,465,SG,29,ATL,47,23,992,88,171,0.515,62,109,0.569,26,62,0.419,0.696,11,11,1.0,18,94,112,59,13,11,21,75,249,12.996,25.992,18.981,3.933,22.914,49.050000000000000,7.99254,8.993232000000000,7.991001000000000,0.98325,8.974251,27.026550000000000,0.8535000000000000,1.23,0.692,0.842,0.5,0.7832985074626870,1.7070000000000000
467,Lamar Stevens,PF,23,CLE,40,499,0.456,10.4,0.816,0.368,0.147,0.243,0.059,0.184,0.523,0.7,0.35,0.394,0.375,0.16,0.655,1.0,0.125,17,0.32,0.25,0,0,468,PF,23,CLE,40,0,499,62,136,0.456,4,25,0.16,58,111,0.523,0.471,37,51,0.725,24,72,96,25,17,13,23,53,165,50.048,19.992000000000000,33.048,8.024,41.072,8.0,35.0336,6.9972000000000000,13.020912000000000,3.0090000000000000,16.029912,2.0,0.24,1.4,0.7,0.788,0.75,0.7805761589403970,0.48
468,Isaiah Stewart,C,19,DET,68,1455,0.553,7.4,0.846,0.494,0.252,0.066,0.034,0.154,0.592,0.644,0.524,0.556,0.429,0.333,0.659,1.0,0.108,37,0.079,0.2,0,0,469,C,19,DET,68,14,1455,226,409,0.553,21,63,0.333,205,346,0.592,0.578,64,92,0.696,159,294,453,59,39,86,67,184,537,202.046,103.068,26.994,13.906,40.9,4.977,130.117624,54.007632,15.008664000000000,5.965674,20.974338000000000,0.9954000000000000,0.49950000000000000,1.288,1.048,1.112,0.858,1.02564,0.9990000000000000
472,Jayson Tatum,SF,22,BOS,64,2290,0.459,14.6,0.632,0.197,0.206,0.141,0.088,0.368,0.502,0.735,0.417,0.349,0.422,0.386,0.383,0.465,0.045,55,0.136,0.364,1,0,473,SF,22,BOS,64,64,2290,605,1318,0.459,187,485,0.386,418,833,0.502,0.53,295,340,0.868,50,422,472,276,75,31,171,122,1692,259.646,271.508,185.838,115.984,301.822,65.96000000000000,190.83981,113.21883600000000,64.857462,48.945248,113.80271000000000,24.00944,0.579,1.47,0.834,0.698,0.844,0.7541048034934500,1.158
473,Jeff Teague,PG,32,TOT,55,950,0.433,12.7,0.711,0.19,0.324,0.116,0.081,0.289,0.431,0.648,0.38,0.394,0.174,0.439,0.161,0.639,0.007,1,0.183,0.4,0,0,474,PG,32,TOT,55,7,950,123,284,0.433,36,82,0.439,87,202,0.431,0.496,89,105,0.848,15,73,88,132,34,12,64,56,371,53.96,92.016,32.944,23.004,55.94800000000000,15.006,34.966080000000000,34.966080000000000,12.979936000000000,4.002696,16.982632000000000,6.002400000000000,0.6585,1.296,0.76,0.788,0.348,0.6070862944162440,1.317
474,Garrett Temple,SG,34,CHI,56,1528,0.415,16.1,0.475,0.236,0.087,0.073,0.079,0.525,0.503,0.611,0.424,0.393,0.367,0.335,0.67,0.955,0.003,0,0.47,0.362,0,0,475,SG,34,CHI,56,25,1528,158,381,0.415,67,200,0.335,91,181,0.503,0.503,40,50,0.8,29,131,160,124,43,30,58,126,423,89.916,33.147,27.813,30.099,57.912,94.0,54.938676000000000,14.054328000000000,10.930509,11.046333,21.976842,34.028,0.5025000000000000,1.222,0.848,0.786,0.734,0.7589736842105260,1.0050000000000000
476,Daniel Theis,C,28,TOT,65,1601,0.541,12.6,0.674,0.315,0.157,0.124,0.077,0.326,0.646,0.776,0.548,0.5,0.556,0.322,0.818,1.0,0.165,71,0.217,0.273,1,0,477,C,28,TOT,65,51,1601,252,466,0.541,49,152,0.322,203,314,0.646,0.593,74,110,0.673,93,263,356,108,41,57,66,167,627,146.79,73.162,57.784,35.882,93.666,32.984,113.90904000000000,40.09277600000000,28.892,19.950392,48.842392000000000,9.004632,0.483,1.552,1.096,1.0,1.112,1.042905472636820,0.966
480,Matt Thomas,SG,26,TOT,45,326,0.394,21.0,0.37,0.063,0.063,0.071,0.173,0.63,0.489,0.625,0.25,0.556,0.5,0.338,0.696,0.963,0.0,0,0.213,0.471,1,0,481,SG,26,TOT,45,0,326,50,127,0.394,27,80,0.338,23,47,0.489,0.5,12,14,0.857,7,37,44,19,4,0,14,18,139,8.001,8.001,9.017,21.971,30.988,17.04,5.000625000000000,2.00025,5.013452,10.9855,15.998952,8.025840000000000,0.507,1.25,0.5,1.112,1.0,1.0325901639344300,1.014
485,Xavier Tillman Sr.,PF,22,MEM,59,1085,0.559,9.8,0.783,0.348,0.254,0.157,0.023,0.217,0.62,0.731,0.526,0.574,0.286,0.338,0.828,1.0,0.104,26,0.523,0.353,1,0,486,PF,22,MEM,59,12,1085,167,299,0.559,22,65,0.338,145,234,0.62,0.595,34,53,0.642,74,182,256,75,44,33,45,116,390,104.05200000000000,75.946,46.943,6.877,53.82,33.995000000000000,76.062012,39.947596,26.945282000000000,1.9668220000000000,28.912104000000000,12.000235000000000,0.507,1.462,1.052,1.148,0.572,1.0744000000000000,1.014
490,Karl-Anthony Towns,C,25,MIN,50,1689,0.486,12.9,0.64,0.285,0.238,0.067,0.05,0.36,0.541,0.663,0.476,0.356,0.409,0.387,0.558,0.934,0.061,47,0.079,0.28,0,0,491,C,25,MIN,50,50,1689,425,875,0.486,122,315,0.387,303,560,0.541,0.555,267,311,0.859,133,396,529,225,39,57,160,186,1239,249.37500000000000,208.25,58.625,43.75,102.375,24.885,165.335625,99.127,20.8705,17.893750000000000,38.76425,6.967800000000000,0.5805,1.326,0.952,0.712,0.818,0.7572991452991450,1.161
491,Gary Trent Jr.,SG,22,TOT,58,1802,0.408,18.6,0.454,0.101,0.117,0.113,0.122,0.546,0.435,0.646,0.359,0.393,0.375,0.385,0.484,0.806,0.013,7,0.186,0.425,1,0,492,SG,22,TOT,58,38,1802,320,785,0.408,165,429,0.385,155,356,0.435,0.513,83,106,0.783,27,125,152,80,56,10,43,92,888,79.28500000000000,91.845,88.705,95.77,184.475,79.794,51.21811000000000,32.972355,34.861065,35.91375,70.774815,33.91245,0.5775,1.292,0.718,0.786,0.75,0.7673106382978720,1.155
494,Myles Turner,C,24,IND,47,1455,0.477,14.3,0.523,0.329,0.148,0.028,0.019,0.477,0.606,0.725,0.438,0.333,0.25,0.335,0.759,1.0,0.063,26,0.218,0.311,0,0,495,C,24,IND,47,47,1455,206,432,0.477,69,206,0.335,137,226,0.606,0.557,111,142,0.782,63,243,306,48,40,159,67,165,592,142.12800000000000,63.936,12.096,8.208,20.304000000000000,44.908,103.04280000000000,28.003968,4.027968,2.052,6.079968000000000,13.966388,0.5025000000000000,1.45,0.876,0.666,0.5,0.5988936170212770,1.0050000000000000
