,Player,Pos_x,Age_x,Tm_x,G_x,MP_x,FG%_x,Dist.,%_of FGA_2P,%_of FGA_0-3,%_of FGA_3-10,%_of FGA_10-16,%_of FGA_16-3P,%_of FGA_3P,FG%_2P,FG%_0-3,FG%_3-10,FG%_10-16,FG%_16-3P,FG%_3P,%_Ast’d_2P,%_Ast’d_3P,%FGA_Dunks,#_Dunks,%3PA_Corner,3P%_Corner,Heaves_Att.,#_Heaves,Rk,Pos_y,Age_y,Tm_y,G_y,GS,MP_y,FG,FGA,FG%_y,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,0-3_attempts,3-10_attempts,10-16_attempts,16-3P_attempts,midrange_attempts,corner_3_attempts,0-3_made,3-10_made,10-16_made,16-3P_made,midrange_made,corner_3_made,EFG%_3P,PPS_0-3,PPS_3-10,PPS_10-16,PPS_16-3P,PPS_midrange,PPS_3P
4,LaMarcus Aldridge,C,35,TOT,26,674,0.473,15.5,0.73,0.152,0.122,0.152,0.304,0.27,0.505,0.622,0.472,0.444,0.489,0.388,0.688,0.968,0.044,12,0.175,0.429,0,0,5,C,35,TOT,26,23,674,140,296,0.473,31,80,0.388,109,216,0.505,0.525,41,47,0.872,19,99,118,49,11,29,27,47,352,44.992,36.112,44.992,89.984,134.976,14.0,27.985024,17.044864,19.976448000000000,44.002176,63.978624000000000,6.006,0.5820000000000000,1.244,0.944,0.888,0.978,0.948,1.1640000000000000
6,Nickeil Alexander-Walker,SG,22,NOP,46,1007,0.419,15.5,0.522,0.236,0.164,0.041,0.081,0.478,0.485,0.481,0.52,0.421,0.459,0.347,0.345,0.921,0.015,7,0.283,0.387,1,1,7,SG,22,NOP,46,13,1007,192,458,0.419,76,219,0.347,116,239,0.485,0.502,48,66,0.727,13,131,144,102,47,22,69,88,508,108.088,75.11200000000000,18.778000000000000,37.098,55.876000000000000,61.977,51.990328,39.058240000000000,7.905538000000000,17.027982,24.93352,23.985099000000000,0.5205,0.962,1.04,0.842,0.918,0.8924590163934430,1.041
7,Grayson Allen,SG,25,MEM,50,1259,0.418,19.2,0.338,0.123,0.126,0.07,0.019,0.662,0.471,0.667,0.365,0.414,0.125,0.391,0.606,0.907,0.029,11,0.172,0.34,0,0,8,SG,25,MEM,50,38,1259,173,414,0.418,107,274,0.391,66,140,0.471,0.547,79,91,0.868,19,141,160,108,46,8,48,71,532,50.922,52.164,28.980000000000000,7.866,36.846000000000000,47.12800000000000,33.964974,19.03986,11.997720000000000,0.98325,12.980970000000000,16.023520000000000,0.5865,1.334,0.73,0.828,0.25,0.7046067415730340,1.173
10,Kyle Anderson,PF,27,MEM,69,1887,0.468,14.8,0.603,0.158,0.22,0.149,0.076,0.397,0.539,0.654,0.497,0.541,0.42,0.36,0.449,0.862,0.012,7,0.425,0.369,1,0,11,PF,27,MEM,69,69,1887,308,658,0.468,94,261,0.36,214,397,0.539,0.54,144,184,0.783,52,344,396,250,84,57,86,120,854,103.964,144.76,98.042,50.008000000000000,148.05,110.925,67.992456,71.94572,53.040722,21.003360000000000,74.044082,40.931325,0.54,1.308,0.994,1.082,0.84,1.0002577777777800,1.08
11,Giannis Antetokounmpo,PF,26,MIL,61,2013,0.569,9.5,0.799,0.451,0.193,0.094,0.062,0.201,0.636,0.837,0.401,0.359,0.324,0.303,0.428,0.299,0.169,178,0.045,0.3,0,0,12,PF,26,MIL,61,61,2013,626,1100,0.569,67,221,0.303,559,879,0.636,0.6,398,581,0.685,97,574,671,357,72,73,207,168,1717,496.1,212.3,103.4,68.2,171.60000000000000,9.945,415.2357,85.13230000000000,37.1206,22.0968,59.217400000000000,2.9835,0.4545,1.674,0.802,0.718,0.648,0.6901794871794870,0.909
14,Carmelo Anthony,PF,36,POR,69,1690,0.421,18.1,0.582,0.062,0.08,0.236,0.205,0.418,0.429,0.5,0.403,0.448,0.396,0.409,0.278,0.782,0.012,8,0.197,0.438,0,0,15,PF,36,POR,69,3,1690,327,777,0.421,133,325,0.409,194,452,0.429,0.506,137,154,0.89,32,182,214,104,46,38,61,144,924,48.174,62.160000000000000,183.37200000000000,159.285,342.657,64.025,24.087,25.050480000000000,82.150656,63.07686,145.227516,28.04295,0.6135000000000000,1.0,0.806,0.896,0.792,0.8476553287981860,1.2270000000000000
15,Cole Anthony,PG,20,ORL,47,1273,0.397,13.3,0.688,0.185,0.292,0.129,0.083,0.312,0.424,0.588,0.298,0.493,0.391,0.337,0.112,0.621,0.013,4,0.093,0.313,0,0,16,PG,20,ORL,47,34,1273,219,552,0.397,58,172,0.337,161,380,0.424,0.449,109,131,0.832,38,183,221,192,30,18,106,98,605,102.12,161.184,71.208,45.816,117.024,15.996,60.04656,48.032832,35.105544,17.914056000000000,53.019600000000000,5.006748,0.5055000000000000,1.176,0.596,0.986,0.782,0.9061320754716980,1.0110000000000000
16,OG Anunoby,SF,23,TOR,43,1433,0.48,14.8,0.497,0.256,0.173,0.04,0.027,0.503,0.562,0.759,0.344,0.381,0.357,0.398,0.51,0.971,0.116,55,0.467,0.41,1,0,17,SF,23,TOR,43,43,1433,249,519,0.48,104,261,0.398,145,258,0.562,0.58,80,102,0.784,54,183,237,94,66,32,75,114,682,132.864,89.78700000000000,20.76,14.013,34.773,121.887,100.843776,30.886728000000000,7.909560000000000,5.002641,12.912201,49.97367,0.597,1.518,0.688,0.762,0.714,0.7426567164179100,1.194
19,D.J. Augustin,PG,33,TOT,57,1129,0.394,19.0,0.367,0.146,0.102,0.073,0.047,0.633,0.413,0.54,0.371,0.28,0.313,0.382,0.212,0.711,0.0,0,0.194,0.31,0,0,20,PG,33,TOT,57,12,1129,135,343,0.394,83,217,0.382,52,126,0.413,0.515,85,94,0.904,20,74,94,188,28,1,65,56,438,50.078000000000000,34.986,25.039000000000000,16.121,41.16,42.098,27.04212,12.979806000000000,7.0109200000000000,5.045873000000000,12.056793000000000,13.050380000000000,0.573,1.08,0.742,0.56,0.626,0.58585,1.146
20,Deni Avdija,SF,20,WAS,54,1257,0.417,16.6,0.462,0.144,0.237,0.045,0.035,0.538,0.535,0.733,0.473,0.214,0.545,0.315,0.727,0.962,0.048,11,0.274,0.283,1,0,21,SF,20,WAS,54,32,1257,130,312,0.417,53,168,0.315,77,144,0.535,0.502,29,45,0.644,22,240,262,63,32,15,33,140,342,44.928,73.944,14.04,10.920000000000000,24.96,46.032000000000000,32.932224,34.975512,3.0045600000000000,5.951400000000000,8.955960000000000,13.027056,0.47250000000000000,1.466,0.946,0.428,1.09,0.7176250000000000,0.9450000000000000
21,Deandre Ayton,C,22,PHO,69,2115,0.626,5.5,0.971,0.53,0.259,0.137,0.045,0.029,0.639,0.766,0.517,0.479,0.323,0.2,0.714,1.0,0.166,109,0.0,,0,0,22,C,22,PHO,69,69,2115,430,687,0.626,4,20,0.2,426,667,0.639,0.629,133,173,0.769,228,499,727,99,41,81,103,196,997,364.11,177.933,94.11900000000000,30.915,125.03400000000000,0.0,278.90826000000000,91.991361,45.083001,9.985545,55.068546000000000,,0.30000000000000000,1.532,1.034,0.958,0.646,0.8808571428571430,0.6000000000000000
23,Dwayne Bacon,SG,25,ORL,72,1853,0.402,12.9,0.715,0.236,0.226,0.143,0.11,0.285,0.449,0.579,0.402,0.394,0.338,0.285,0.408,0.593,0.014,8,0.155,0.219,0,0,24,SG,25,ORL,72,50,1853,292,726,0.402,59,207,0.285,233,519,0.449,0.443,145,176,0.824,31,193,224,93,45,5,46,103,788,171.33600000000000,164.076,103.818,79.86,183.678,32.085,99.20354400000000,65.958552,40.904292,26.99268,67.896972,7.0266150000000000,0.4275,1.158,0.804,0.788,0.676,0.739304347826087,0.855
24,Marvin Bagley III,PF,21,SAC,43,1112,0.504,8.8,0.78,0.373,0.341,0.041,0.024,0.22,0.55,0.727,0.383,0.55,0.167,0.343,0.624,0.919,0.151,67,0.426,0.413,0,0,25,PF,21,SAC,43,42,1112,247,490,0.504,37,108,0.343,210,382,0.55,0.542,77,134,0.575,106,212,318,43,21,21,59,100,608,182.77,167.09,20.09,11.76,31.85,46.008000000000000,132.87379,63.995470000000000,11.0495,1.96392,13.01342,19.001304000000000,0.5145000000000000,1.454,0.766,1.1,0.334,0.8171692307692310,1.0290000000000000
25,LaMelo Ball,PG,19,CHO,51,1469,0.436,13.7,0.612,0.302,0.174,0.095,0.04,0.388,0.489,0.576,0.419,0.375,0.407,0.352,0.284,0.728,0.018,8,0.161,0.357,1,0,26,PG,19,CHO,51,31,1469,293,672,0.436,92,261,0.352,201,411,0.489,0.504,125,165,0.758,63,239,302,313,81,18,145,136,803,202.944,116.928,63.84,26.88,90.72,42.021,116.89574400000000,48.992832,23.94,10.940160000000000,34.880160000000000,15.001497000000000,0.528,1.152,0.838,0.75,0.814,0.7689629629629630,1.056
26,Lonzo Ball,PG,23,NOP,55,1747,0.414,19.4,0.35,0.153,0.057,0.063,0.077,0.65,0.482,0.626,0.3,0.386,0.407,0.378,0.415,0.837,0.011,8,0.2,0.396,2,0,27,PG,23,NOP,55,55,1747,290,700,0.414,172,455,0.378,118,245,0.482,0.537,50,64,0.781,33,230,263,316,82,31,123,103,802,107.1,39.9,44.1,53.9,98.0,91.0,67.0446,11.970000000000000,17.0226,21.937300000000000,38.9599,36.036,0.567,1.252,0.6,0.772,0.814,0.7951000000000000,1.134
27,Mo Bamba,C,22,ORL,46,725,0.472,13.6,0.608,0.306,0.166,0.063,0.073,0.392,0.568,0.728,0.46,0.263,0.409,0.322,0.577,1.0,0.15,38,0.102,0.417,0,0,28,C,22,ORL,46,5,725,142,301,0.472,38,118,0.322,104,183,0.568,0.535,45,66,0.682,76,189,265,35,14,58,36,87,367,92.106,49.966,18.963,21.973,40.936,12.036,67.053168,22.984360000000000,4.987269,8.986957000000000,13.974226000000000,5.019012,0.483,1.456,0.92,0.526,0.818,0.682735294117647,0.966
28,Desmond Bane,SG,22,MEM,68,1519,0.469,17.0,0.457,0.176,0.132,0.094,0.054,0.543,0.513,0.614,0.485,0.426,0.407,0.432,0.709,0.932,0.012,5,0.262,0.493,0,0,29,SG,22,MEM,68,17,1519,234,499,0.469,117,271,0.432,117,228,0.513,0.586,40,49,0.816,31,179,210,118,41,16,59,125,625,87.824,65.86800000000000,46.906,26.946000000000000,73.852,71.00200000000000,53.923936,31.945980000000000,19.981956,10.967022000000000,30.948978000000000,35.003986000000000,0.648,1.228,0.97,0.852,0.814,0.838135135135135,1.296
29,Harrison Barnes,PF,28,SAC,58,2102,0.497,12.5,0.601,0.307,0.248,0.044,0.003,0.399,0.567,0.721,0.415,0.393,0.0,0.391,0.584,0.88,0.059,35,0.223,0.491,0,0,30,PF,28,SAC,58,58,2102,319,642,0.497,100,256,0.391,219,386,0.567,0.575,195,235,0.83,64,321,385,201,43,11,93,75,933,197.094,159.216,28.248000000000000,1.926,30.174000000000000,57.088,142.104774,66.07464,11.101464,0.0,11.101464,28.030208000000000,0.5865,1.442,0.83,0.786,0.0,0.7358297872340430,1.173
30,RJ Barrett,SG,20,NYK,72,2511,0.441,11.5,0.708,0.325,0.228,0.087,0.069,0.292,0.457,0.605,0.318,0.315,0.397,0.401,0.353,0.976,0.04,39,0.427,0.424,1,0,31,SG,20,NYK,72,72,2511,467,1060,0.441,124,309,0.401,343,751,0.457,0.499,206,276,0.746,68,346,414,217,53,20,139,188,1264,344.5,241.68,92.22,73.14,165.36,131.94300000000000,208.42250000000000,76.85424,29.0493,29.03658,58.08588,55.94383200000000,0.6015,1.21,0.636,0.63,0.794,0.7025384615384620,1.203
31,Will Barton,SF,30,DEN,56,1736,0.426,14.5,0.577,0.227,0.211,0.072,0.067,0.423,0.459,0.63,0.297,0.455,0.39,0.381,0.484,0.745,0.035,19,0.183,0.489,1,0,32,SF,30,DEN,56,52,1736,259,608,0.426,98,257,0.381,161,351,0.459,0.507,95,121,0.785,39,187,226,181,50,23,96,95,711,138.016,128.28800000000000,43.776000000000000,40.736000000000000,84.512,47.031,86.95008,38.101536000000000,19.91808,15.887040000000000,35.80512,22.998159000000000,0.5715,1.26,0.594,0.91,0.78,0.847338129496403,1.143
33,Nicolas Batum,SF,32,LAC,67,1835,0.464,19.1,0.34,0.177,0.024,0.053,0.085,0.66,0.579,0.699,0.6,0.455,0.4,0.404,0.778,0.991,0.046,18,0.434,0.432,0,0,34,SF,32,LAC,67,38,1835,191,412,0.464,110,272,0.404,81,140,0.579,0.597,48,58,0.828,50,266,316,148,69,37,53,102,540,72.92400000000000,9.888,21.836,35.02,56.856,118.048,50.97387600000000,5.932800000000000,9.93538,14.008000000000000,23.943380000000000,50.996736,0.6060000000000000,1.398,1.2,0.91,0.8,0.8422463768115940,1.2120000000000000
34,Aron Baynes,C,34,TOR,53,980,0.441,11.4,0.661,0.385,0.181,0.056,0.039,0.339,0.532,0.59,0.473,0.471,0.333,0.262,0.738,1.0,0.118,31,0.155,0.188,0,0,35,C,34,TOR,53,31,980,134,304,0.441,27,103,0.262,107,201,0.532,0.485,29,41,0.707,87,186,273,47,17,23,46,119,324,117.04,55.024,17.024,11.856,28.880000000000000,15.965,69.0536,26.026352,8.018304,3.948048,11.966352,3.00142,0.393,1.18,0.946,0.942,0.666,0.8286947368421050,0.786
35,Kent Bazemore,SF,31,GSW,67,1333,0.449,15.3,0.531,0.214,0.168,0.061,0.087,0.469,0.486,0.643,0.485,0.292,0.235,0.408,0.624,0.907,0.01,4,0.527,0.392,0,0,36,SF,31,GSW,67,18,1333,176,392,0.449,75,184,0.408,101,208,0.486,0.545,54,78,0.692,26,203,229,108,69,33,82,158,481,83.888,65.85600000000000,23.912,34.104,58.016,96.968,53.939984,31.940160000000000,6.982304000000000,8.014440000000000,14.996744000000000,38.011456,0.612,1.286,0.97,0.584,0.47,0.5169864864864860,1.224
36,Darius Bazley,PF,20,OKC,55,1714,0.396,13.3,0.586,0.306,0.197,0.039,0.043,0.414,0.47,0.621,0.287,0.37,0.333,0.29,0.5,0.831,0.072,44,0.217,0.242,1,0,37,PF,20,OKC,55,55,1714,273,690,0.396,83,286,0.29,190,404,0.47,0.456,125,178,0.702,51,345,396,99,29,25,122,60,754,211.14,135.93,26.91,29.670000000000000,56.58,62.062,131.11794,39.01191,9.9567,9.88011,19.83681,15.019004000000000,0.43500000000000000,1.242,0.574,0.74,0.666,0.7011951219512200,0.8700000000000000
37,Bradley Beal,SG,27,WAS,60,2147,0.485,13.3,0.73,0.177,0.274,0.143,0.136,0.27,0.535,0.66,0.53,0.47,0.452,0.349,0.43,0.723,0.021,24,0.169,0.381,0,0,38,SG,27,WAS,60,60,2147,670,1382,0.485,130,373,0.349,540,1009,0.535,0.532,408,459,0.889,72,211,283,265,69,22,187,140,1878,244.61400000000000,378.668,197.62600000000000,187.95200000000000,385.578,63.037000000000000,161.44524000000000,200.69404,92.88422000000000,84.95430400000000,177.838524,24.017097000000000,0.5235,1.32,1.06,0.94,0.904,0.9224516129032260,1.047
38,Malik Beasley,SG,24,MIN,37,1214,0.44,16.4,0.465,0.192,0.148,0.075,0.05,0.535,0.487,0.6,0.449,0.267,0.5,0.399,0.632,0.875,0.027,13,0.268,0.453,0,0,39,SG,24,MIN,37,36,1214,264,600,0.44,128,321,0.399,136,279,0.487,0.547,68,80,0.85,28,134,162,88,30,7,60,62,724,115.2,88.8,45.0,30.0,75.0,86.028,69.12,39.8712,12.015,15.0,27.015,38.970684000000000,0.5985,1.2,0.898,0.534,1.0,0.7204,1.197
43,Saddiq Bey,SF,21,DET,70,1909,0.404,19.0,0.334,0.158,0.097,0.049,0.03,0.666,0.45,0.596,0.313,0.294,0.381,0.38,0.49,0.926,0.035,22,0.228,0.39,2,0,44,SF,21,DET,70,53,1909,279,691,0.404,175,460,0.38,104,231,0.45,0.53,124,147,0.844,43,275,318,95,52,14,60,110,857,109.178,67.027,33.859,20.73,54.589,104.88000000000000,65.070088,20.979451,9.954546,7.89813,17.852676000000000,40.903200000000000,0.5700000000000000,1.192,0.626,0.588,0.762,0.6540759493670890,1.1400000000000000
45,Khem Birch,C,28,TOT,67,1529,0.497,8.3,0.863,0.342,0.342,0.132,0.047,0.137,0.537,0.692,0.431,0.46,0.389,0.25,0.761,1.0,0.137,46,0.654,0.294,0,0,46,C,28,TOT,67,22,1529,189,380,0.497,13,52,0.25,176,328,0.537,0.514,91,129,0.705,174,213,387,89,48,50,44,113,482,129.96,129.96,50.160000000000000,17.86,68.02000000000000,34.008,89.93232,56.01276,23.073600000000000,6.94754,30.021140000000000,9.998352,0.375,1.384,0.862,0.92,0.778,0.8827150837988830,0.75
49,Eric Bledsoe,SG,31,NOP,71,2111,0.421,16.5,0.514,0.159,0.167,0.11,0.078,0.486,0.496,0.681,0.393,0.425,0.439,0.341,0.489,0.86,0.0,0,0.22,0.346,1,0,50,SG,31,NOP,71,70,2111,307,730,0.421,121,355,0.341,186,375,0.496,0.503,134,195,0.687,29,215,244,268,55,24,114,112,869,116.07000000000000,121.91000000000000,80.3,56.94,137.24,78.1,79.04367,47.910630000000000,34.1275,24.99666,59.124160000000000,27.022600000000000,0.5115000000000000,1.362,0.786,0.85,0.878,0.8616170212765960,1.0230000000000000
51,Bogdan Bogdanovi,SG,28,ATL,44,1305,0.473,18.7,0.411,0.11,0.108,0.122,0.071,0.589,0.522,0.629,0.459,0.464,0.55,0.438,0.397,0.836,0.0,0,0.216,0.556,0,0,52,SG,28,ATL,44,27,1305,267,565,0.473,146,333,0.438,121,232,0.522,0.602,40,44,0.909,20,140,160,147,49,13,54,99,720,62.15,61.020000000000000,68.93000000000000,40.115000000000000,109.04500000000000,71.928,39.092350000000000,28.00818,31.98352,22.06325,54.046770000000000,39.991968,0.657,1.258,0.918,0.928,1.1,0.9912746113989640,1.314
52,Bojan Bogdanovi,SF,31,UTA,72,2216,0.439,15.4,0.502,0.181,0.226,0.079,0.016,0.498,0.487,0.635,0.411,0.438,0.133,0.39,0.412,0.961,0.015,11,0.406,0.444,0,0,53,SF,31,UTA,72,72,2216,406,925,0.439,180,461,0.39,226,464,0.487,0.536,233,265,0.879,40,241,281,136,45,4,128,115,1225,167.42500000000000,209.05,73.075,14.8,87.875,187.16600000000000,106.31487500000000,85.91955,32.00685,1.9684000000000000,33.97525,83.10170400000000,0.585,1.27,0.822,0.876,0.266,0.7732631578947370,1.17
57,Devin Booker,SG,24,PHO,67,2270,0.484,14.5,0.712,0.179,0.163,0.231,0.139,0.288,0.543,0.678,0.481,0.542,0.441,0.34,0.394,0.659,0.021,24,0.086,0.5,1,0,58,SG,24,PHO,67,67,2270,623,1287,0.484,126,371,0.34,497,916,0.543,0.533,340,392,0.867,34,247,281,289,53,16,207,181,1712,230.373,209.781,297.297,178.89300000000000,476.19000000000000,31.906,156.192894,100.904661,161.13497400000000,78.89181300000000,240.02678700000000,15.953,0.51,1.356,0.962,1.084,0.882,1.0081135135135100,1.02
58,Chris Boucher,C,28,TOR,60,1453,0.514,12.8,0.58,0.382,0.154,0.014,0.03,0.42,0.609,0.692,0.465,0.5,0.353,0.383,0.687,0.978,0.096,46,0.14,0.333,0,0,59,C,28,TOR,60,14,1453,288,560,0.514,90,235,0.383,198,325,0.609,0.595,152,193,0.788,117,287,404,63,35,111,46,166,818,213.92000000000000,86.24,7.84,16.8,24.64,32.900000000000000,148.03264,40.1016,3.92,5.9304,9.8504,10.955700000000000,0.5745,1.384,0.93,1.0,0.706,0.7995454545454550,1.149
60,Avery Bradley,SG,30,TOT,27,602,0.374,18.2,0.409,0.158,0.099,0.035,0.117,0.591,0.443,0.741,0.353,0.167,0.2,0.327,0.71,0.939,0.0,0,0.396,0.375,0,0,61,SG,30,TOT,27,6,602,64,171,0.374,33,101,0.327,31,70,0.443,0.471,12,15,0.8,8,49,57,46,21,3,28,55,173,27.018,16.929000000000000,5.985,20.007,25.992,39.996,20.020338,5.975937,0.9994950000000000,4.0014,5.000895000000000,14.9985,0.49050000000000000,1.482,0.706,0.334,0.4,0.3848026315789470,0.9810000000000000
64,Mikal Bridges,SF,24,PHO,72,2348,0.543,14.3,0.529,0.278,0.135,0.082,0.034,0.471,0.647,0.801,0.5,0.455,0.435,0.425,0.764,0.985,0.058,38,0.597,0.441,0,0,65,SF,24,PHO,72,72,2348,363,669,0.543,134,315,0.425,229,354,0.647,0.643,110,131,0.84,76,233,309,152,76,63,57,116,970,185.98200000000000,90.31500000000000,54.858000000000000,22.746000000000000,77.60400000000000,188.05500000000000,148.97158200000000,45.157500000000000,24.960390000000000,9.89451,34.8549,82.932255,0.6375,1.602,1.0,0.91,0.87,0.8982758620689650,1.275
65,Miles Bridges,PF,22,CHO,66,1932,0.503,14.0,0.534,0.338,0.141,0.019,0.035,0.466,0.593,0.729,0.42,0.167,0.227,0.4,0.716,0.819,0.145,82,0.324,0.436,3,0,66,PF,22,CHO,66,19,1932,313,622,0.503,116,290,0.4,197,332,0.593,0.596,98,113,0.867,81,316,397,147,44,52,106,143,840,210.23600000000000,87.702,11.818,21.770000000000000,33.588,93.96000000000000,153.262044,36.83484,1.973606,4.941790000000000,6.915396000000000,40.96656,0.6000000000000000,1.458,0.84,0.334,0.454,0.41177777777777800,1.2000000000000000
68,Malcolm Brogdon,PG,28,IND,56,1930,0.453,14.3,0.618,0.309,0.111,0.081,0.117,0.382,0.493,0.554,0.404,0.443,0.452,0.388,0.247,0.662,0.009,8,0.107,0.475,0,0,69,PG,28,IND,56,56,1930,444,980,0.453,145,374,0.388,299,606,0.493,0.527,153,177,0.864,58,236,294,329,49,15,115,110,1186,302.82,108.78,79.38,114.66000000000000,194.04000000000000,40.018,167.76228,43.947120000000000,35.16534,51.82632000000000,86.99166000000000,19.00855,0.5820000000000000,1.108,0.808,0.886,0.904,0.8966363636363640,1.1640000000000000
70,Dillon Brooks,SF,25,MEM,67,1997,0.419,15.0,0.639,0.155,0.167,0.229,0.088,0.361,0.461,0.606,0.395,0.411,0.462,0.344,0.513,0.867,0.028,29,0.159,0.559,0,0,71,SF,25,MEM,67,67,1997,432,1031,0.419,128,372,0.344,304,659,0.461,0.481,159,195,0.815,53,143,196,157,78,26,119,237,1151,159.805,172.17700000000000,236.09900000000000,90.728,326.827,59.148,96.84183,68.009915,97.036689,41.916336,138.953025,33.063732,0.516,1.212,0.79,0.822,0.924,0.8503154574132490,1.032
71,Bruce Brown,PG,24,BRK,65,1451,0.556,6.4,0.861,0.513,0.286,0.057,0.005,0.139,0.599,0.7,0.479,0.292,0.5,0.288,0.752,1.0,0.054,22,0.746,0.295,0,0,72,PG,24,BRK,65,37,1451,235,423,0.556,17,59,0.288,218,364,0.599,0.576,86,117,0.735,111,238,349,104,58,28,54,145,573,216.999,120.978,24.111,2.115,26.226,44.014,151.89930000000000,57.94846200000000,7.040412,1.0575,8.097912,12.98413,0.43200000000000000,1.4,0.958,0.584,1.0,0.6175483870967740,0.8640000000000000
73,Jaylen Brown,SG,24,BOS,58,1999,0.484,14.3,0.63,0.195,0.239,0.11,0.086,0.37,0.536,0.7,0.442,0.484,0.49,0.397,0.453,0.798,0.024,23,0.158,0.4,2,0,74,SG,24,BOS,58,58,1999,538,1111,0.484,163,411,0.397,375,700,0.536,0.558,191,250,0.764,71,276,347,195,72,32,158,168,1430,216.645,265.529,122.21,95.54600000000000,217.75600000000000,64.938,151.6515,117.363818,59.14964,46.817540000000000,105.96718000000000,25.9752,0.5955,1.4,0.884,0.968,0.98,0.973265306122449,1.191
76,Troy Brown Jr.,SF,21,TOT,34,524,0.431,17.4,0.514,0.174,0.132,0.063,0.146,0.486,0.541,0.8,0.474,0.444,0.333,0.314,0.6,1.0,0.021,2,0.357,0.36,2,0,77,SF,21,TOT,34,0,524,62,144,0.431,22,70,0.314,40,74,0.541,0.507,15,21,0.714,20,85,105,29,10,6,21,49,161,25.056000000000000,19.008000000000000,9.072,21.024000000000000,30.096000000000000,24.99,20.0448,9.009792000000000,4.0279680000000000,7.000992000000000,11.028960000000000,8.9964,0.471,1.6,0.948,0.888,0.666,0.7329186602870810,0.942
77,Jalen Brunson,PG,24,DAL,68,1697,0.523,13.3,0.681,0.214,0.228,0.161,0.078,0.319,0.578,0.799,0.42,0.525,0.551,0.405,0.235,0.864,0.002,0,0.28,0.5,0,0,78,PG,24,DAL,68,12,1697,328,627,0.523,81,200,0.405,247,427,0.578,0.588,120,151,0.795,27,204,231,239,35,1,80,109,857,134.178,142.95600000000000,100.947,48.906,149.853,56.00000000000000,107.208222,60.041520000000000,52.997175000000000,26.947206,79.944381,28.000000000000000,0.6075,1.598,0.84,1.05,1.102,1.0669707112970700,1.215
80,Reggie Bullock,SF,29,NYK,65,1949,0.442,20.8,0.291,0.087,0.052,0.061,0.091,0.709,0.521,0.633,0.379,0.5,0.51,0.41,0.859,0.975,0.002,1,0.317,0.468,1,0,81,SF,29,NYK,65,64,1949,248,561,0.442,163,398,0.41,85,163,0.521,0.587,50,55,0.909,16,207,223,99,52,11,45,146,709,48.807000000000000,29.172000000000000,34.221,51.051,85.27200000000000,126.166,30.894831000000000,11.056188000000000,17.1105,26.03601,43.14651,59.045688,0.615,1.266,0.758,1.0,1.02,1.0119736842105300,1.23
81,Trey Burke,PG,28,DAL,62,911,0.428,17.1,0.535,0.159,0.096,0.139,0.142,0.465,0.492,0.518,0.441,0.51,0.48,0.354,0.312,0.897,0.0,0,0.293,0.313,1,1,82,PG,28,DAL,62,1,911,151,353,0.428,58,164,0.354,93,189,0.492,0.51,51,57,0.895,10,44,54,81,36,7,33,64,411,56.127,33.888,49.06700000000000,50.126,99.19300000000000,48.052,29.073786000000000,14.944608000000000,25.024170000000000,24.06048,49.08465,15.040276,0.5310000000000000,1.036,0.882,1.02,0.96,0.9896797153024910,1.0620000000000000
82,Alec Burks,SG,29,NYK,49,1255,0.42,16.8,0.508,0.146,0.138,0.128,0.096,0.492,0.425,0.507,0.377,0.422,0.375,0.415,0.426,0.686,0.0,0,0.301,0.473,0,0,83,SG,29,NYK,49,5,1255,210,500,0.42,102,246,0.415,108,254,0.425,0.522,101,118,0.856,21,206,227,107,31,14,49,102,623,73.0,69.0,64.0,48.0,112.0,74.04600000000000,37.011,26.013,27.008,18.0,45.008000000000000,35.023758000000000,0.6225000000000000,1.014,0.754,0.844,0.75,0.8037142857142860,1.2450000000000000
83,Jimmy Butler,SF,31,MIA,52,1745,0.497,9.3,0.861,0.327,0.289,0.166,0.079,0.139,0.538,0.722,0.441,0.426,0.362,0.245,0.358,0.68,0.053,39,0.333,0.265,2,0,84,SF,31,MIA,52,52,1745,366,736,0.497,25,102,0.245,341,634,0.538,0.514,359,416,0.863,94,265,359,369,108,18,109,71,1116,240.672,212.70400000000000,122.176,58.144,180.32,33.966,173.765184,93.80246400000000,52.046976,21.048128,73.09510400000000,9.000990000000000,0.3675,1.444,0.882,0.852,0.724,0.8107265306122450,0.735
86,Kentavious Caldwell-Pope,SG,27,LAL,67,1902,0.431,17.6,0.421,0.204,0.073,0.042,0.103,0.579,0.46,0.602,0.378,0.238,0.327,0.41,0.816,0.95,0.018,7,0.396,0.431,0,0,87,SG,27,LAL,67,67,1902,218,506,0.431,120,293,0.41,98,213,0.46,0.549,97,112,0.866,27,152,179,127,62,26,66,114,653,103.22400000000000,36.938000000000000,21.252000000000000,52.118000000000000,73.37,116.028,62.14084800000000,13.962564000000000,5.057976,17.042586,22.100562,50.008068,0.615,1.204,0.756,0.476,0.654,0.6024413793103450,1.23
