,age,assists,attempted_field_goals,attempted_free_throws,attempted_three_point_field_goals,blocks,defensive_rebounds,games_played,games_started,made_field_goals,made_free_throws,made_three_point_field_goals,minutes_played,name,offensive_rebounds,personal_fouls,points,positions,slug,steals,team,total_rebounds,turnovers,year
5667,34.0,6.0,27.0,9.0,9.0,0.0,10.0,5.0,1.0,12.0,6.0,3.0,133.0,Mario Elie,3.0,10.0,33.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],eliema01,2.0,Team.HOUSTON_ROCKETS,13.0,5.0,1998.0
5668,37.0,6.0,53.0,6.0,26.0,0.0,9.0,10.0,0.0,20.0,5.0,11.0,170.0,Dale Ellis,4.0,10.0,56.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],ellisda01,2.0,Team.SEATTLE_SUPERSONICS,13.0,2.0,1998.0
5669,24.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,Brian Evans,0.0,0.0,0.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],evansbr01,0.0,Team.NEW_JERSEY_NETS,1.0,0.0,1998.0
5670,35.0,5.0,56.0,27.0,0.0,5.0,23.0,4.0,4.0,20.0,16.0,0.0,132.0,Patrick Ewing*,9.0,16.0,56.0,[<Position.CENTER: 'CENTER'>],ewingpa01,3.0,Team.NEW_YORK_KNICKS,32.0,10.0,1998.0
5671,31.0,0.0,2.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,Danny Ferry,0.0,1.0,0.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],ferryda01,0.0,Team.CLEVELAND_CAVALIERS,1.0,0.0,1998.0
5672,23.0,49.0,68.0,29.0,20.0,0.0,23.0,13.0,13.0,27.0,18.0,6.0,278.0,Derek Fisher,2.0,33.0,78.0,[<Position.POINT_GUARD: 'POINT GUARD'>],fishede01,17.0,Team.LOS_ANGELES_LAKERS,25.0,15.0,1998.0
5673,29.0,5.0,86.0,5.0,2.0,5.0,47.0,20.0,16.0,39.0,3.0,1.0,335.0,Greg Foster,20.0,55.0,82.0,[<Position.CENTER: 'CENTER'>],fostegr01,2.0,Team.UTAH_JAZZ,67.0,18.0,1998.0
5674,28.0,51.0,114.0,23.0,53.0,3.0,40.0,13.0,13.0,51.0,19.0,21.0,428.0,Rick Fox,18.0,47.0,142.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],foxri01,11.0,Team.LOS_ANGELES_LAKERS,58.0,21.0,1998.0
5675,21.0,20.0,75.0,9.0,0.0,12.0,31.0,5.0,5.0,36.0,7.0,0.0,194.0,Kevin Garnett,17.0,17.0,79.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],garneke01,4.0,Team.MINNESOTA_TIMBERWOLVES,48.0,22.0,1998.0
5676,30.0,2.0,38.0,12.0,0.0,2.0,4.0,3.0,1.0,19.0,8.0,0.0,81.0,Chris Gatling,6.0,9.0,46.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],gatlich01,2.0,Team.NEW_JERSEY_NETS,10.0,3.0,1998.0
5677,24.0,6.0,7.0,4.0,4.0,0.0,2.0,7.0,0.0,3.0,2.0,1.0,46.0,Reggie Geary,0.0,10.0,9.0,[<Position.POINT_GUARD: 'POINT GUARD'>],gearyre01,1.0,Team.SAN_ANTONIO_SPURS,2.0,2.0,1998.0
5678,28.0,1.0,6.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,22.0,Matt Geiger,3.0,2.0,2.0,[<Position.CENTER: 'CENTER'>],geigema01,0.0,Team.CHARLOTTE_HORNETS,5.0,1.0,1998.0
5679,29.0,3.0,40.0,8.0,0.0,1.0,10.0,3.0,3.0,18.0,7.0,0.0,100.0,Kendall Gill,3.0,15.0,43.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],gillke01,4.0,Team.NEW_JERSEY_NETS,13.0,4.0,1998.0
5680,25.0,6.0,36.0,18.0,0.0,3.0,25.0,4.0,4.0,19.0,15.0,0.0,135.0,Brian Grant,18.0,20.0,53.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],grantbr01,4.0,Team.PORTLAND_TRAIL_BLAZERS,43.0,5.0,1998.0
5681,32.0,7.0,7.0,0.0,4.0,1.0,3.0,4.0,0.0,2.0,0.0,1.0,27.0,Gary Grant,2.0,2.0,5.0,[<Position.POINT_GUARD: 'POINT GUARD'>],grantga01,1.0,Team.PORTLAND_TRAIL_BLAZERS,5.0,2.0,1998.0
5682,30.0,2.0,28.0,16.0,0.0,1.0,12.0,5.0,1.0,12.0,12.0,0.0,113.0,Tom Hammonds,10.0,18.0,36.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],hammoto01,0.0,Team.MINNESOTA_TIMBERWOLVES,22.0,4.0,1998.0
5683,31.0,33.0,94.0,37.0,39.0,0.0,14.0,5.0,5.0,42.0,29.0,17.0,222.0,Tim Hardaway,3.0,9.0,130.0,[<Position.POINT_GUARD: 'POINT GUARD'>],hardati01,6.0,Team.MIAMI_HEAT,17.0,18.0,1998.0
5684,34.0,48.0,122.0,39.0,19.0,18.0,55.0,21.0,21.0,56.0,24.0,5.0,563.0,Ron Harper,22.0,42.0,141.0,[<Position.POINT_GUARD: 'POINT GUARD'>],harpero01,20.0,Team.CHICAGO_BULLS,77.0,18.0,1998.0
5685,24.0,0.0,12.0,5.0,1.0,1.0,4.0,3.0,0.0,6.0,4.0,0.0,23.0,Othella Harrington,3.0,1.0,16.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],harriot01,0.0,Team.HOUSTON_ROCKETS,7.0,0.0,1998.0
5686,27.0,1.0,6.0,6.0,2.0,0.0,7.0,3.0,0.0,2.0,5.0,0.0,52.0,Lucious Harris,1.0,11.0,9.0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],harrilu01,2.0,Team.NEW_JERSEY_NETS,8.0,2.0,1998.0
5687,31.0,36.0,88.0,40.0,43.0,1.0,40.0,10.0,10.0,41.0,35.0,17.0,337.0,Hersey Hawkins,17.0,24.0,134.0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],hawkihe01,18.0,Team.SEATTLE_SUPERSONICS,57.0,9.0,1998.0
5688,25.0,4.0,38.0,18.0,1.0,1.0,12.0,4.0,4.0,20.0,11.0,0.0,126.0,Alan Henderson,10.0,13.0,51.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],hendeal01,3.0,Team.ATLANTA_HAWKS,22.0,6.0,1998.0
5689,22.0,11.0,28.0,13.0,1.0,0.0,13.0,4.0,4.0,11.0,8.0,0.0,157.0,Cedric Henderson,4.0,14.0,30.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],hendece02,6.0,Team.CLEVELAND_CAVALIERS,17.0,13.0,1998.0
5690,31.0,1.0,3.0,0.0,0.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,25.0,Carl Herrera,0.0,4.0,2.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],herreca01,0.0,Team.SAN_ANTONIO_SPURS,4.0,1.0,1998.0
5691,25.0,1.0,8.0,2.0,2.0,0.0,3.0,2.0,0.0,3.0,2.0,1.0,20.0,Fred Hoiberg,1.0,2.0,9.0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],hoibefr01,1.0,Team.INDIANA_PACERS,4.0,0.0,1998.0
5692,34.0,64.0,178.0,65.0,30.0,4.0,43.0,20.0,20.0,74.0,55.0,14.0,636.0,Jeff Hornacek,7.0,51.0,217.0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],hornaje01,20.0,Team.UTAH_JAZZ,50.0,32.0,1998.0
5693,27.0,40.0,70.0,41.0,17.0,14.0,50.0,13.0,13.0,39.0,28.0,6.0,422.0,Robert Horry,34.0,45.0,112.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],horryro01,14.0,Team.LOS_ANGELES_LAKERS,84.0,18.0,1998.0
5694,26.0,28.0,175.0,58.0,23.0,1.0,32.0,10.0,10.0,76.0,50.0,9.0,403.0,Allan Houston,6.0,27.0,211.0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],houstal01,5.0,Team.NEW_YORK_KNICKS,38.0,32.0,1998.0
5695,22.0,2.0,49.0,25.0,0.0,5.0,16.0,4.0,4.0,28.0,13.0,0.0,147.0,Zydrunas Ilgauskas,14.0,22.0,69.0,[<Position.CENTER: 'CENTER'>],ilgauzy01,2.0,Team.CLEVELAND_CAVALIERS,30.0,10.0,1998.0
5696,30.0,14.0,88.0,19.0,59.0,1.0,35.0,9.0,8.0,30.0,14.0,18.0,319.0,Jaren Jackson,4.0,31.0,92.0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],jacksja01,5.0,Team.SAN_ANTONIO_SPURS,39.0,12.0,1998.0
5697,32.0,133.0,127.0,34.0,37.0,0.0,55.0,16.0,16.0,53.0,27.0,14.0,494.0,Mark Jackson,18.0,28.0,147.0,[<Position.POINT_GUARD: 'POINT GUARD'>],jacksma01,23.0,Team.INDIANA_PACERS,73.0,47.0,1998.0
5698,32.0,55.0,101.0,51.0,2.0,0.0,10.0,9.0,9.0,61.0,34.0,0.0,342.0,Avery Johnson,3.0,27.0,156.0,[<Position.POINT_GUARD: 'POINT GUARD'>],johnsav01,9.0,Team.SAN_ANTONIO_SPURS,13.0,21.0,1998.0
5699,38.0,1.0,27.0,8.0,10.0,0.0,4.0,5.0,0.0,9.0,7.0,3.0,89.0,Eddie Johnson,4.0,10.0,28.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],johnsed03,0.0,Team.HOUSTON_ROCKETS,8.0,3.0,1998.0
5700,31.0,19.0,42.0,12.0,4.0,1.0,7.0,4.0,1.0,23.0,8.0,1.0,122.0,Kevin Johnson,2.0,6.0,55.0,[<Position.POINT_GUARD: 'POINT GUARD'>],johnske02,2.0,Team.PHOENIX_SUNS,9.0,6.0,1998.0
5701,28.0,13.0,107.0,50.0,10.0,3.0,28.0,8.0,8.0,52.0,37.0,2.0,310.0,Larry Johnson,25.0,30.0,143.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],johnsla02,10.0,Team.NEW_YORK_KNICKS,53.0,25.0,1998.0
5702,40.0,1.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,11.0,Charles Jones,1.0,4.0,2.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],jonesch01,0.0,Team.HOUSTON_ROCKETS,3.0,0.0,1998.0
5703,26.0,32.0,148.0,76.0,48.0,21.0,39.0,13.0,13.0,69.0,63.0,20.0,476.0,Eddie Jones,12.0,37.0,221.0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],jonesed02,26.0,Team.LOS_ANGELES_LAKERS,51.0,17.0,1998.0
5704,34.0,74.0,526.0,223.0,43.0,12.0,74.0,21.0,21.0,243.0,181.0,13.0,872.0,Michael Jordan*,33.0,47.0,680.0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],jordami01,32.0,Team.CHICAGO_BULLS,107.0,45.0,1998.0
5705,30.0,3.0,8.0,2.0,1.0,0.0,6.0,2.0,0.0,5.0,1.0,1.0,29.0,Reggie Jordan,3.0,5.0,12.0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],jordare01,1.0,Team.MINNESOTA_TIMBERWOLVES,9.0,0.0,1998.0
5706,27.0,2.0,29.0,17.0,0.0,2.0,21.0,15.0,10.0,10.0,11.0,0.0,154.0,Adam Keefe,13.0,18.0,31.0,[<Position.CENTER: 'CENTER'>],keefead01,4.0,Team.UTAH_JAZZ,34.0,3.0,1998.0
5707,28.0,8.0,71.0,45.0,0.0,4.0,25.0,4.0,4.0,33.0,38.0,0.0,152.0,Shawn Kemp,16.0,12.0,104.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],kempsh01,5.0,Team.CLEVELAND_CAVALIERS,41.0,16.0,1998.0
5708,32.0,35.0,76.0,22.0,41.0,0.0,9.0,21.0,0.0,33.0,18.0,19.0,415.0,Steve Kerr,8.0,26.0,103.0,[<Position.POINT_GUARD: 'POINT GUARD'>],kerrst01,7.0,Team.CHICAGO_BULLS,17.0,5.0,1998.0
5709,35.0,9.0,72.0,19.0,3.0,10.0,23.0,10.0,5.0,31.0,16.0,0.0,213.0,Jerome Kersey,17.0,32.0,78.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],kerseje01,10.0,Team.SEATTLE_SUPERSONICS,40.0,13.0,1998.0
5710,24.0,31.0,58.0,16.0,7.0,2.0,18.0,4.0,4.0,22.0,13.0,0.0,171.0,Jason Kidd*,5.0,13.0,57.0,[<Position.POINT_GUARD: 'POINT GUARD'>],kiddja01,16.0,Team.PHOENIX_SUNS,23.0,12.0,1998.0
5711,23.0,8.0,40.0,11.0,13.0,2.0,15.0,3.0,3.0,17.0,10.0,5.0,126.0,Kerry Kittles,0.0,12.0,49.0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],kittlke01,4.0,Team.NEW_JERSEY_NETS,15.0,7.0,1998.0
5712,22.0,23.0,21.0,10.0,0.0,1.0,16.0,4.0,4.0,6.0,6.0,0.0,132.0,Brevin Knight,0.0,16.0,18.0,[<Position.POINT_GUARD: 'POINT GUARD'>],knighbr01,10.0,Team.CLEVELAND_CAVALIERS,16.0,8.0,1998.0
5713,29.0,60.0,218.0,62.0,61.0,10.0,57.0,21.0,17.0,106.0,40.0,23.0,637.0,Toni Kukoč,24.0,57.0,275.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],kukocto01,26.0,Team.CHICAGO_BULLS,81.0,27.0,1998.0
5714,28.0,4.0,35.0,17.0,3.0,1.0,14.0,4.0,0.0,12.0,15.0,0.0,87.0,Christian Laettner,3.0,16.0,39.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],laettch01,6.0,Team.ATLANTA_HAWKS,17.0,8.0,1998.0
5715,24.0,7.0,52.0,20.0,26.0,2.0,18.0,5.0,5.0,24.0,15.0,9.0,186.0,Voshon Lenard,1.0,20.0,72.0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],lenarvo01,1.0,Team.MIAMI_HEAT,19.0,11.0,1998.0
5716,39.0,0.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,11.0,Alton Lister,1.0,5.0,2.0,[<Position.CENTER: 'CENTER'>],listeal01,0.0,Team.PORTLAND_TRAIL_BLAZERS,2.0,2.0,1998.0
5717,33.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,10.0,Brad Lohaus,0.0,0.0,0.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],lohaubr01,1.0,Team.SAN_ANTONIO_SPURS,2.0,0.0,1998.0
5718,29.0,35.0,120.0,39.0,0.0,15.0,56.0,18.0,16.0,54.0,34.0,0.0,456.0,Luc Longley,34.0,73.0,142.0,[<Position.CENTER: 'CENTER'>],longllu01,12.0,Team.CHICAGO_BULLS,90.0,36.0,1998.0
5719,32.0,5.0,8.0,2.0,6.0,1.0,4.0,2.0,2.0,3.0,1.0,2.0,62.0,Dan Majerle,1.0,3.0,9.0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],majerda01,4.0,Team.MIAMI_HEAT,5.0,1.0,1998.0
5720,34.0,68.0,420.0,165.0,3.0,20.0,170.0,20.0,20.0,198.0,130.0,0.0,795.0,Karl Malone*,47.0,69.0,526.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],malonka01,22.0,Team.UTAH_JAZZ,217.0,60.0,1998.0
5721,26.0,18.0,30.0,9.0,20.0,2.0,8.0,5.0,5.0,10.0,8.0,5.0,165.0,Matt Maloney,0.0,11.0,33.0,[<Position.POINT_GUARD: 'POINT GUARD'>],malonma01,2.0,Team.HOUSTON_ROCKETS,8.0,4.0,1998.0
5722,20.0,38.0,72.0,23.0,25.0,0.0,11.0,5.0,5.0,22.0,18.0,7.0,209.0,Stephon Marbury,5.0,16.0,69.0,[<Position.POINT_GUARD: 'POINT GUARD'>],marbust01,12.0,Team.MINNESOTA_TIMBERWOLVES,16.0,18.0,1998.0
5723,25.0,9.0,45.0,4.0,11.0,1.0,18.0,5.0,3.0,12.0,3.0,4.0,129.0,Jamal Mashburn,4.0,21.0,31.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],mashbja01,3.0,Team.MIAMI_HEAT,22.0,9.0,1998.0
5724,31.0,31.0,99.0,42.0,1.0,0.0,54.0,9.0,9.0,57.0,25.0,0.0,367.0,Anthony Mason,17.0,17.0,139.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],masonan01,8.0,Team.CHARLOTTE_HORNETS,71.0,22.0,1998.0
5725,30.0,8.0,41.0,4.0,21.0,1.0,17.0,4.0,3.0,21.0,3.0,12.0,126.0,George McCloud,2.0,15.0,57.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],mccloge01,1.0,Team.PHOENIX_SUNS,19.0,6.0,1998.0
5726,23.0,4.0,65.0,14.0,0.0,6.0,35.0,4.0,4.0,31.0,9.0,0.0,147.0,Antonio McDyess,18.0,12.0,71.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],mcdyean01,2.0,Team.PHOENIX_SUNS,53.0,5.0,1998.0
5727,25.0,1.0,20.0,2.0,1.0,6.0,3.0,6.0,4.0,6.0,1.0,0.0,59.0,Jim McIlvaine,7.0,22.0,13.0,[<Position.CENTER: 'CENTER'>],mcilvji01,2.0,Team.SEATTLE_SUPERSONICS,10.0,1.0,1998.0
5728,31.0,11.0,69.0,23.0,10.0,8.0,32.0,15.0,0.0,23.0,18.0,3.0,284.0,Derrick McKey,8.0,50.0,67.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],mckeyde01,9.0,Team.INDIANA_PACERS,40.0,11.0,1998.0
5729,33.0,15.0,18.0,2.0,12.0,2.0,14.0,7.0,0.0,6.0,2.0,2.0,99.0,Nate McMillan,2.0,17.0,16.0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],mcmilna01,3.0,Team.SEATTLE_SUPERSONICS,16.0,2.0,1998.0
5730,20.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,4.0,Marko Milič,0.0,1.0,4.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],milicma01,1.0,Team.PHOENIX_SUNS,1.0,0.0,1998.0
5731,26.0,1.0,8.0,2.0,0.0,1.0,4.0,4.0,0.0,3.0,2.0,0.0,33.0,Anthony Miller,5.0,5.0,8.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],millean01,2.0,Team.ATLANTA_HAWKS,9.0,3.0,1998.0
5732,32.0,32.0,230.0,94.0,95.0,3.0,23.0,16.0,16.0,98.0,85.0,38.0,628.0,Reggie Miller*,5.0,26.0,319.0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],millere01,19.0,Team.INDIANA_PACERS,28.0,27.0,1998.0
5733,28.0,5.0,35.0,12.0,10.0,2.0,19.0,9.0,2.0,15.0,10.0,4.0,168.0,Chris Mills,8.0,21.0,44.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],millsch01,8.0,Team.NEW_YORK_KNICKS,27.0,6.0,1998.0
5734,30.0,0.0,5.0,2.0,4.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,11.0,Terry Mills,0.0,3.0,4.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],millste01,0.0,Team.MIAMI_HEAT,3.0,0.0,1998.0
5735,34.0,8.0,58.0,19.0,14.0,1.0,20.0,5.0,5.0,26.0,17.0,3.0,177.0,Sam Mitchell,7.0,18.0,72.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],mitchsa01,1.0,Team.MINNESOTA_TIMBERWOLVES,27.0,5.0,1998.0
5736,32.0,10.0,69.0,20.0,23.0,3.0,39.0,17.0,0.0,28.0,14.0,7.0,240.0,Chris Morris,8.0,38.0,77.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],morrich01,5.0,Team.UTAH_JAZZ,47.0,8.0,1998.0
5737,27.0,5.0,56.0,29.0,0.0,10.0,24.0,4.0,4.0,29.0,19.0,0.0,138.0,Alonzo Mourning*,10.0,18.0,77.0,[<Position.CENTER: 'CENTER'>],mournal01,3.0,Team.MIAMI_HEAT,34.0,8.0,1998.0
5738,34.0,23.0,113.0,21.0,52.0,9.0,44.0,16.0,16.0,52.0,18.0,20.0,412.0,Chris Mullin*,13.0,32.0,142.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],mullich01,15.0,Team.INDIANA_PACERS,57.0,24.0,1998.0
5739,29.0,15.0,32.0,28.0,9.0,0.0,17.0,5.0,0.0,11.0,23.0,2.0,125.0,Eric Murdock,3.0,11.0,47.0,[<Position.POINT_GUARD: 'POINT GUARD'>],murdoer01,7.0,Team.MIAMI_HEAT,20.0,4.0,1998.0
5740,31.0,1.0,24.0,16.0,0.0,9.0,38.0,4.0,4.0,11.0,10.0,0.0,136.0,Dikembe Mutombo*,13.0,10.0,32.0,[<Position.CENTER: 'CENTER'>],mutomdi01,1.0,Team.ATLANTA_HAWKS,51.0,8.0,1998.0
5741,23.0,7.0,18.0,8.0,5.0,0.0,8.0,4.0,1.0,8.0,5.0,1.0,51.0,Steve Nash*,2.0,7.0,22.0,[<Position.POINT_GUARD: 'POINT GUARD'>],nashst01,2.0,Team.PHOENIX_SUNS,10.0,3.0,1998.0
5742,19.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,Jermaine O'Neal,1.0,1.0,0.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],onealje01,0.0,Team.PORTLAND_TRAIL_BLAZERS,1.0,0.0,1998.0
5743,25.0,38.0,258.0,159.0,0.0,34.0,84.0,13.0,13.0,158.0,80.0,0.0,501.0,Shaquille O'Neal*,48.0,41.0,396.0,[<Position.CENTER: 'CENTER'>],onealsh01,7.0,Team.LOS_ANGELES_LAKERS,132.0,43.0,1998.0
5744,34.0,14.0,71.0,25.0,0.0,2.0,64.0,10.0,10.0,29.0,23.0,0.0,342.0,Charles Oakley,21.0,38.0,81.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],oaklech01,11.0,Team.NEW_YORK_KNICKS,85.0,13.0,1998.0
5745,35.0,12.0,99.0,33.0,1.0,16.0,45.0,5.0,5.0,39.0,24.0,0.0,190.0,Hakeem Olajuwon*,9.0,18.0,102.0,[<Position.CENTER: 'CENTER'>],olajuha01,5.0,Team.HOUSTON_ROCKETS,54.0,13.0,1998.0
5746,24.0,5.0,46.0,25.0,0.0,37.0,56.0,19.0,1.0,26.0,12.0,0.0,336.0,Greg Ostertag,25.0,51.0,64.0,[<Position.CENTER: 'CENTER'>],ostergr01,7.0,Team.UTAH_JAZZ,81.0,12.0,1998.0
5747,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Cherokee Parks,0.0,0.0,0.0,[<Position.CENTER: 'CENTER'>],parksch02,0.0,Team.MINNESOTA_TIMBERWOLVES,0.0,0.0,1998.0
5748,29.0,70.0,183.0,50.0,50.0,1.0,25.0,10.0,10.0,87.0,47.0,19.0,428.0,Gary Payton*,9.0,31.0,240.0,[<Position.POINT_GUARD: 'POINT GUARD'>],paytoga01,18.0,Team.SEATTLE_SUPERSONICS,34.0,26.0,1998.0
5749,28.0,18.0,77.0,4.0,31.0,3.0,22.0,5.0,5.0,31.0,4.0,15.0,213.0,Anthony Peeler,16.0,15.0,81.0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],peelean01,10.0,Team.MINNESOTA_TIMBERWOLVES,38.0,8.0,1998.0
5750,32.0,1.0,27.0,21.0,0.0,9.0,36.0,9.0,7.0,9.0,18.0,0.0,191.0,Will Perdue,24.0,26.0,36.0,[<Position.CENTER: 'CENTER'>],perduwi01,6.0,Team.SAN_ANTONIO_SPURS,60.0,11.0,1998.0
5751,36.0,14.0,42.0,20.0,24.0,5.0,26.0,10.0,1.0,16.0,12.0,10.0,210.0,Sam Perkins,6.0,22.0,54.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],perkisa01,3.0,Team.SEATTLE_SUPERSONICS,32.0,11.0,1998.0
5752,33.0,7.0,53.0,2.0,40.0,0.0,27.0,9.0,0.0,18.0,2.0,14.0,196.0,Chuck Person,0.0,15.0,52.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],persoch01,4.0,Team.SAN_ANTONIO_SPURS,27.0,6.0,1998.0
5753,26.0,10.0,29.0,4.0,19.0,0.0,7.0,4.0,4.0,11.0,3.0,7.0,136.0,Wesley Person,2.0,5.0,32.0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],persowe01,3.0,Team.CLEVELAND_CAVALIERS,9.0,1.0,1998.0
5754,28.0,24.0,64.0,8.0,17.0,2.0,19.0,9.0,9.0,25.0,2.0,5.0,269.0,Bobby Phills,4.0,24.0,57.0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],phillbo01,10.0,Team.CHARLOTTE_HORNETS,23.0,13.0,1998.0
5755,32.0,110.0,294.0,134.0,79.0,20.0,101.0,21.0,21.0,122.0,91.0,18.0,836.0,Scottie Pippen*,49.0,66.0,353.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],pippesc01,45.0,Team.CHICAGO_BULLS,150.0,51.0,1998.0
5756,25.0,1.0,6.0,1.0,1.0,0.0,3.0,7.0,0.0,4.0,1.0,0.0,42.0,Mark Pope,2.0,8.0,9.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],popema01,1.0,Team.INDIANA_PACERS,5.0,1.0,1998.0
5757,34.0,16.0,63.0,18.0,25.0,0.0,18.0,5.0,4.0,27.0,15.0,10.0,188.0,Terry Porter,7.0,10.0,79.0,[<Position.POINT_GUARD: 'POINT GUARD'>],portete01,5.0,Team.MINNESOTA_TIMBERWOLVES,25.0,4.0,1998.0
5758,22.0,3.0,15.0,10.0,0.0,0.0,8.0,4.0,0.0,6.0,5.0,0.0,70.0,Vitaly Potapenko,3.0,8.0,17.0,[<Position.CENTER: 'CENTER'>],potapvi01,2.0,Team.CLEVELAND_CAVALIERS,11.0,6.0,1998.0
5759,29.0,6.0,15.0,3.0,13.0,0.0,8.0,5.0,0.0,6.0,2.0,5.0,75.0,Brent Price,1.0,12.0,19.0,[<Position.POINT_GUARD: 'POINT GUARD'>],pricebr01,4.0,Team.HOUSTON_ROCKETS,9.0,6.0,1998.0
5760,30.0,8.0,25.0,2.0,12.0,0.0,4.0,4.0,0.0,10.0,2.0,7.0,89.0,Eldridge Recasner,0.0,7.0,29.0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],recasel01,2.0,Team.ATLANTA_HAWKS,4.0,2.0,1998.0
5761,29.0,2.0,28.0,10.0,1.0,2.0,13.0,9.0,0.0,11.0,8.0,0.0,114.0,J.R. Reid,7.0,23.0,30.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],reidjr01,3.0,Team.CHARLOTTE_HORNETS,20.0,11.0,1998.0
5762,24.0,0.0,3.0,4.0,0.0,0.0,1.0,3.0,0.0,2.0,2.0,0.0,7.0,Rodrick Rhodes,0.0,0.0,6.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],rhodero01,1.0,Team.HOUSTON_ROCKETS,1.0,1.0,1998.0
5763,30.0,13.0,173.0,36.0,36.0,3.0,40.0,9.0,9.0,82.0,30.0,11.0,369.0,Glen Rice,11.0,26.0,205.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],ricegl01,5.0,Team.CHARLOTTE_HORNETS,51.0,13.0,1998.0
